,magnitude,people
247,-27.5,6
248,-39.5,5
249,-84.0,6
250,-40.0,10
251,-51.0,8
252,-33.5,6
253,-11.5,5
254,-54.5,7
255,-120.0,7
256,-139.5,6
257,-105.5,8
258,-22.5,7
259,-37.0,7
260,-4.5,7
261,-83.0,7
262,-17.5,7
263,9.5,7
264,-36.0,6
265,-73.5,6
266,-51.5,7
267,-34.5,5
268,-72.5,6
269,-47.5,6
270,-71.5,7
271,-7.5,8
272,-37.0,9
273,-33.0,9
274,-11.5,9
275,-56.0,7
276,-78.5,10
277,-69.5,10
278,-59.0,10
279,-68.5,10
280,36.5,8
281,-6.0,10
282,8.5,10
283,-23.5,8
284,-79.0,6
285,-33.5,6
286,13.5,7
287,-26.0,8
288,-58.5,9
289,-51.0,9
290,-46.0,8
291,-39.5,9
292,-100.5,8
293,-84.0,7
294,-37.0,8
295,-76.0,10
296,-20.5,10
297,-12.5,9
298,20.0,9
299,-21.5,10
300,-106.0,10
301,-65.0,8
302,-48.0,10
303,-43.0,9
304,-116.0,10
305,-37.0,10
306,-50.5,9
307,-75.5,10
308,-16.5,9
309,-49.0,9
310,-75.0,10
311,-58.5,10
312,-99.0,8
313,-53.0,7
314,-34.0,8
315,-24.0,9
316,-62.0,7
317,-90.0,8
318,-40.5,9
319,-50.0,9
320,-70.5,9
321,20.5,8
322,-88.5,8
323,-43.0,9
324,-66.0,8
325,-122.5,8
326,-127.0,9
327,-140.0,9
328,-49.0,10
329,-67.0,10
330,-62.5,9
331,-82.5,10
332,-64.5,10
333,-90.5,8
334,-80.0,8
335,-72.5,8
336,-21.5,7
337,-70.5,7
338,-92.0,5
339,-80.0,8
340,-95.0,7
341,-26.5,8
342,-27.5,7
343,-35.5,8
344,-60.0,8
345,-28.5,5
346,-70.5,8
347,-33.5,7
348,-60.5,6
349,28.0,7
350,-73.0,8
351,-56.5,9
352,-39.5,6
353,4.0,7
354,1.0,7
355,-126.0,8
356,-52.0,9
357,1.5,6
358,-50.5,5
359,-70.0,6
360,7.5,5
361,-28.5,6
362,-62.5,5
363,-50.0,6
364,-50.5,6
365,-38.0,6
366,-70.0,6
367,-63.5,6
368,-26.0,4
369,-63.5,6
370,-83.0,10
371,-62.5,8
372,-31.0,5
373,-51.0,5
374,-87.5,5
375,-41.0,7
376,-59.0,8
377,-55.5,9
378,-58.5,6
379,-10.5,8
380,-43.0,7
381,-5.0,6
382,-56.0,7
383,-9.0,6
384,-92.0,7
385,-107.0,9
386,31.0,8
387,-86.0,7
388,3.5,7
389,-26.0,10
390,-80.0,10
391,-108.0,7
392,-56.0,7
393,-36.5,8
394,3.5,8
395,-91.0,6
396,2.0,8
397,-45.0,7
398,-42.5,7
399,-73.5,8
400,-40.0,6
401,-120.0,6
402,-56.5,9
403,39.5,8
404,-70.5,9
405,-61.5,8
406,-65.5,7
407,-35.5,7
408,-29.5,7
409,-81.0,8
410,6.5,5
411,-9.0,7
412,-3.5,6
413,-90.5,6
414,-70.5,8
415,-64.0,6
416,-69.0,5
417,12.5,8
418,-98.0,6
419,-52.0,7
420,-51.0,8
421,-14.5,6
422,-44.5,6
423,-4.0,6
424,-58.0,5
425,-33.5,8
426,-73.0,8
427,-50.5,8
428,-28.5,6
429,-65.0,4
430,-7.5,6
431,-8.5,5
432,-25.5,7
433,-88.0,8
434,-108.0,4
435,-17.0,4
436,9.5,7
437,-9.0,5
438,-47.0,5
439,-30.5,7
440,-33.0,5
441,-10.0,7
442,0.5,7
443,-78.0,4
444,-9.5,5
445,-109.0,7
446,-60.5,9
447,-34.0,6
448,-93.0,9
449,-18.0,9
450,-62.5,9
451,-55.5,9
452,-15.0,7
453,-45.0,10
454,-34.5,9
455,-20.5,9
456,-70.5,9
457,-72.5,10
458,-92.0,10
459,-54.0,10
460,-37.5,10
461,-57.0,10
462,-44.0,10
463,-36.5,8
464,-48.0,8
465,-72.0,8
466,-46.0,8
467,-48.5,8
468,-61.5,10
469,-62.0,10
470,-55.5,10
471,-26.0,10
472,-99.0,10
473,-7.0,8
474,-64.5,7
475,-77.5,9
476,-24.0,9
477,-99.5,10
478,22.5,10
479,-61.5,10
480,-57.0,8
481,-13.5,8
482,-35.5,7
483,-45.5,6
484,-8.5,9
485,-76.0,7
486,-26.0,10
487,-102.0,9
488,-7.5,8
489,-77.5,9
490,-21.0,10
491,-18.5,10
492,-78.0,10
493,-76.5,9
494,-63.0,10
495,-6.0,10
496,18.5,9
497,-60.5,10
498,22.5,9
499,-47.5,8
500,-10.0,9
501,-74.0,9
502,44.5,9
503,-81.0,7
504,-86.0,7
505,-66.0,7
506,-69.5,7
507,-72.5,6
508,-59.0,10
509,-120.5,6
510,-48.5,7
511,-53.0,6
512,-89.0,7
513,-59.5,8
514,-75.5,7
515,-67.5,8
516,-82.5,8
517,-60.0,9
518,-42.5,10
519,-54.5,7
520,-79.5,9
521,-39.0,6
522,-27.0,9
523,-88.0,6
524,-18.5,7
525,-3.0,8
526,-67.0,7
527,-19.0,10
528,-59.5,8
529,-43.0,9
530,-32.0,8
531,-46.0,9
532,-42.0,10
533,-76.5,9
534,-37.5,10
535,-64.5,10
536,-70.5,10
537,-57.0,10
538,-75.0,10
539,-9.5,10
540,-11.0,10
541,-59.5,10
542,-40.0,10
543,-67.5,10
544,-87.0,10
545,-70.5,10
546,-87.0,10
547,-38.0,10
548,-30.0,10
549,-51.0,10
550,-68.5,10
551,-63.0,10
552,-50.0,10
553,-41.5,9
554,11.5,9
555,-85.5,10
556,-76.5,10
557,-51.5,10
558,-13.0,10
559,-54.5,10
560,-31.5,10
561,-60.0,10
562,4.5,10
563,-27.0,10
564,-23.5,10
565,-113.0,9
566,-57.0,8
567,-43.5,9
568,-88.5,9
569,-31.5,8
570,-34.5,9
571,-46.0,9
572,-73.5,10
573,25.0,9
574,-24.5,9
575,-92.5,10
576,-25.5,10
577,-81.0,10
578,-73.0,10
579,-1.0,10
580,-32.5,10
581,-24.0,10
582,-6.5,10
583,-8.0,10
584,-64.0,10
585,-76.5,10
586,-37.0,10
587,-29.5,10
588,-22.5,10
589,-76.5,10
590,-45.5,10
591,58.0,10
592,-17.0,10
593,21.0,10
594,-88.5,10
595,-71.0,10
596,-76.0,10
597,-21.0,10
598,-46.5,9
599,-59.0,10
600,-52.5,10
601,-19.5,10
602,-35.0,10
603,-7.0,10
604,-48.0,10
605,-82.5,10
606,-24.0,10
607,-27.5,10
608,-76.0,10
609,-24.0,10
610,11.0,10
611,-69.0,10
612,-28.5,10
613,81.0,10
614,-14.5,10
615,-10.0,10
616,25.0,10
617,-73.0,10
618,-66.0,10
619,-85.0,10
620,-36.0,9
621,-56.0,10
622,-71.0,10
623,-76.0,10
624,-67.5,10
625,-43.0,10
626,-71.0,10
627,12.0,10
628,-118.0,10
629,-113.0,10
630,-87.5,10
631,-84.0,10
632,-59.5,10
633,-26.0,10
634,-81.0,10
635,-24.0,10
636,10.5,9
637,-57.0,10
638,-52.0,9
639,-91.0,9
640,-104.5,10
641,-92.0,10
642,49.5,10
643,-13.0,10
644,-66.0,10
645,-37.0,10
646,-26.0,10
647,-45.0,10
648,-29.0,10
649,-43.0,10
650,-36.5,10
651,-36.0,10
652,-46.5,10
653,-77.0,10
654,-57.0,10
655,-88.0,10
656,-44.0,10
657,-109.5,10
658,-42.0,10
659,-44.0,10
660,-2.0,10
661,-56.0,9
662,-66.5,10
663,-71.5,9
664,-64.5,10
665,2.0,8
666,-55.5,6
667,-81.0,6
668,-68.5,9
669,7.5,9
670,-43.5,9
671,-92.0,10
672,4.5,8
673,-47.5,10
674,19.5,10
675,79.5,9
676,-42.0,10
677,-13.0,10
678,-44.5,8
679,-27.0,6
680,-111.0,6
681,-15.0,8
682,-47.0,9
683,-6.0,9
684,36.5,6
685,-39.0,10
686,1.5,7
687,-25.5,8
688,-98.5,6
689,-76.0,7
690,-34.0,5
691,-12.0,9
692,-109.5,8
693,-69.5,8
694,-54.5,9
695,-23.5,7
696,-82.0,10
697,-53.0,9
698,-67.5,10
699,-42.0,8
700,8.5,10
701,-14.5,9
702,-27.5,10
703,-21.5,10
704,-35.0,10
705,-55.0,10
706,-49.5,10
707,-6.5,8
708,-47.5,8
709,20.5,10
710,-57.5,10
711,-73.5,10
712,-34.5,8
713,-84.5,10
714,-44.0,10
715,-31.0,9
716,-94.0,10
717,-36.0,10
718,-4.0,10
719,-39.0,10
720,-43.0,9
721,-51.0,10
722,-85.5,10
723,-33.5,8
724,-35.0,10
725,-13.0,10
726,-103.5,9
727,-90.0,7
728,-69.0,7
729,-65.0,9
730,-89.5,8
731,-33.0,9
732,-39.5,8
733,-38.5,7
734,-79.5,7
735,10.5,6
736,-47.0,6
737,-68.0,7
738,-43.5,8
739,-90.5,8
740,-16.5,7
741,-52.0,8
742,-80.5,8
743,-89.5,8
744,2.5,8
745,-88.0,7
746,-55.0,7
747,-79.5,7
748,-47.5,6
749,-31.0,10
750,-51.0,8
751,-25.0,8
752,-86.5,7
753,-29.0,7
754,-34.5,6
755,-62.0,8
756,-57.5,7
757,-69.5,7
758,-46.5,6
759,16.5,7
760,-49.0,6
761,-98.0,7
762,-77.5,8
763,-65.0,6
764,-27.0,7
765,8.5,8
766,-76.0,7
767,-69.0,7
768,-38.5,8
769,-27.0,7
770,-29.5,7
771,-44.0,7
772,-67.5,7
773,-50.0,6
774,-90.5,6
775,-45.0,6
776,-41.0,7
777,-146.5,6
778,-20.0,5
779,-10.0,8
780,-12.5,8
781,-48.5,8
782,19.5,8
783,-79.0,7
784,-38.5,5
785,-24.5,5
786,-18.5,7
787,-61.5,8
788,-54.0,6
789,-60.0,6
790,-61.0,6
791,-14.0,7
792,-121.5,9
793,-96.5,10
794,-0.5,7
795,-64.0,7
796,-52.0,6
797,-20.5,9
798,-74.5,7
799,-75.0,5
800,-106.5,7
801,0.5,6
802,-57.5,6
803,-95.5,9
804,-125.5,7
805,-81.5,7
806,-115.0,7
807,-47.5,8
808,-67.5,8
809,2.0,9
810,-21.0,8
811,-41.0,6
812,-73.0,6
813,-61.0,10
814,-40.0,8
815,-115.0,8
816,15.5,8
817,-69.0,9
818,-19.0,6
819,-44.0,9
820,-57.5,9
821,-98.0,8
822,-24.0,7
823,-53.0,9
824,26.0,7
825,-8.0,9
826,-70.5,5
827,-56.5,8
828,-60.5,8
829,-61.0,8
830,1.0,6
831,-2.5,7
832,-64.0,6
833,-100.0,6
834,-20.5,8
835,-88.5,9
836,-28.5,6
837,-31.0,5
838,-84.0,7
839,-64.5,8
840,-15.5,8
841,-36.0,7
842,-28.0,8
843,-30.5,9
844,-9.5,7
845,-77.5,7
846,-101.5,7
847,-62.0,10
848,-73.0,7
849,-26.0,8
850,-82.0,6
851,-12.5,7
852,-62.0,7
853,-24.5,8
854,-64.0,6
855,-40.5,9
856,-32.0,6
857,-36.5,5
858,-32.0,7
859,-38.5,6
860,37.5,7
861,-72.0,6
862,-42.5,6
863,-89.5,7
864,-41.5,7
865,-30.5,7
866,-78.5,7
867,-33.0,8
868,-21.0,6
869,-16.5,6
870,-12.5,6
871,-104.0,7
872,-94.0,7
873,-35.5,6
874,-78.0,6
875,-70.5,7
876,-35.5,8
877,63.5,8
878,-70.5,7
879,-4.5,6
880,17.0,7
881,-49.5,6
882,-75.0,7
883,-31.5,7
884,-39.0,6
885,-23.0,8
886,-61.0,6
887,-51.0,6
888,-45.0,5
889,-48.0,3
890,-38.5,6
891,-23.0,5
892,-55.0,6
893,-30.0,9
894,-3.0,6
895,-30.0,8
896,-55.0,6
897,-69.0,8
898,30.0,7
899,-89.5,5
900,-80.0,7
901,-84.5,7
902,-32.0,5
903,-17.5,5
904,-83.5,7
905,-44.0,7
906,-53.0,8
907,-10.5,8
908,-1.0,6
909,-35.0,6
910,-58.0,7
911,-69.0,9
912,-11.5,9
913,-73.5,10
914,-35.5,9
915,-66.0,9
916,-28.0,8
917,-41.0,8
918,-39.5,9
919,-60.5,8
920,-23.0,8
921,5.0,7
922,-101.5,7
923,-50.5,8
924,-70.5,10
925,-69.0,9
926,-81.5,8
927,-24.5,9
928,7.5,9
929,-29.0,9
930,-91.0,8
931,51.5,9
932,-78.0,9
933,-53.0,7
934,-69.0,7
935,-54.5,9
936,-46.5,6
937,-92.5,7
938,-41.5,7
939,-94.0,7
940,-37.0,6
941,-3.5,8
942,-17.5,8
943,-7.0,8
944,-91.5,9
945,-35.0,10
946,-64.0,10
947,-105.0,9
948,-47.0,7
949,-53.0,7
950,-46.5,7
951,-36.0,6
952,-19.0,8
953,-31.0,8
954,-56.5,10
955,-96.0,9
956,-57.0,10
957,-20.0,7
958,-36.5,8
959,-20.0,7
960,-133.0,7
961,-86.5,7
962,-57.5,7
963,-52.0,8
964,-14.0,8
965,-74.5,9
966,-31.5,10
967,-48.0,10
968,-56.5,8
969,-16.5,9
970,-33.5,6
971,-41.5,6
972,-24.0,6
973,-59.0,9
974,-39.0,8
975,-94.0,9
976,-74.5,7
977,-24.0,10
978,-66.0,10
979,-73.0,10
980,-28.5,10
981,-46.5,10
982,-74.5,10
983,-99.0,10
984,-37.0,9
985,-36.5,10
986,-56.5,9
987,-56.5,10
988,-9.5,10
989,-41.5,8
990,-79.5,10
991,-2.5,7
992,-70.0,8
993,-59.0,7
994,-37.0,6
995,-42.5,7
996,-11.5,7
997,-101.0,8
998,-48.0,8
999,-46.0,8
1000,-88.5,10
1001,-16.0,9
1002,-96.5,8
1003,-15.0,8
1004,-42.5,8
1005,-12.0,9
1006,-20.5,8
1007,0.0,10
1008,-118.0,9
1009,-18.0,7
1010,-79.0,10
1011,-25.0,8
1012,-52.0,4
1013,-67.5,7
1014,-54.0,6
1015,-64.0,8
1016,-4.0,6
1017,-28.0,7
1018,-52.5,7
1019,-59.5,8
1020,-31.0,6
1021,-71.0,6
1022,-76.0,7
1023,-55.5,7
1024,-57.0,7
1025,-47.5,7
1026,-76.0,8
1027,-43.5,8
1028,1.5,8
1029,-63.5,10
1030,-16.0,10
1031,-72.5,9
1032,-6.5,10
1033,-93.5,9
1034,-91.0,10
1035,-17.0,8
1036,11.0,10
1037,0.0,10
1038,-68.5,10
1039,-38.0,9
1040,-93.5,9
1041,-12.5,10
1042,20.0,10
1043,-61.0,10
1044,-95.0,7
1045,-25.0,8
1046,-86.5,10
1047,-86.5,9
1048,-32.5,9
1049,-61.0,8
1050,-82.5,9
1051,-41.5,8
1052,-65.0,10
1053,-55.0,8
1054,-33.5,9
1055,-34.5,9
1056,-23.5,9
1057,-65.0,10
1058,-10.5,8
1059,-30.5,7
1060,-40.0,8
1061,-50.0,7
1062,-58.0,9
1063,-96.5,10
1064,-42.5,5
1065,-32.5,7
1066,-30.0,7
1067,-88.5,9
1068,-40.5,7
1069,16.5,10
1070,-60.0,9
1071,-14.0,7
1072,1.0,8
1073,14.0,8
1074,-71.0,5
1075,-45.5,9
1076,-51.5,9
1077,-42.0,10
1078,-69.0,9
1079,-4.0,9
1080,-45.0,6
1081,-54.0,9
1082,-45.5,7
1083,17.5,8
1084,-59.0,7
1085,-39.0,10
1086,-51.5,9
1087,-75.0,9
1088,-121.0,7
1089,-33.5,8
1090,-3.5,8
1091,-13.5,10
1092,-6.5,8
1093,-46.0,8
1094,-64.0,6
1095,-58.0,7
1096,-53.5,7
1097,-36.0,6
1098,-28.5,7
1099,-95.0,9
1100,-39.5,5
1101,-39.5,7
1102,-85.5,7
1103,-67.0,8
1104,-68.0,7
1105,-34.0,7
1106,-59.5,6
1107,-96.5,6
1108,-66.5,6
1109,-83.5,5
1110,-42.0,8
1111,-44.5,9
1112,-22.0,9
1113,-7.5,9
1114,-52.0,8
1115,-34.5,10
1116,-6.0,8
1117,-57.0,10
1118,-47.5,10
1119,-48.5,9
1120,-36.0,8
1121,-60.0,10
1122,-94.5,9
1123,-39.5,10
1124,18.5,8
1125,-8.5,9
1126,-34.5,9
1127,-63.5,10
1128,-46.0,9
1129,-102.5,9
1130,-31.0,10
1131,-72.0,8
1132,-5.0,8
1133,-21.0,8
1134,-12.5,7
1135,-100.5,9
1136,-76.5,7
1137,-1.5,9
1138,-16.5,7
1139,-24.5,8
1140,-105.0,6
1141,38.5,8
1142,-51.0,7
1143,-46.5,8
1144,-70.5,8
1145,-26.0,9
1146,-38.0,8
1147,-28.0,8
1148,-63.5,7
1149,17.5,9
1150,-31.0,10
1151,-73.0,7
1152,-58.5,9
1153,-77.0,9
1154,-125.0,9
1155,-79.0,10
1156,-80.5,9
1157,-6.0,7
1158,14.0,10
1159,9.0,8
1160,-47.0,8
1161,-84.0,8
1162,-11.5,6
1163,-22.0,9
1164,-37.5,7
1165,-89.5,9
1166,-38.5,6
1167,-69.0,7
1168,-54.0,7
1169,-63.5,8
1170,-99.0,8
1171,-59.5,6
1172,-87.0,7
1173,13.0,8
1174,-96.0,6
1175,8.0,7
1176,-25.5,6
1177,-53.0,6
1178,25.5,6
1179,-93.0,6
1180,-109.5,4
1181,-102.5,9
1182,-23.0,7
1183,-34.5,7
1184,-6.0,5
1185,-43.0,6
1186,-112.0,5
1187,-72.5,8
1188,-73.0,7
1189,-22.0,8
1190,39.5,10
1191,-13.0,8
1192,-49.0,7
1193,-66.5,9
1194,-48.5,10
1195,-44.0,10
1196,-34.0,9
1197,-28.0,9
1198,-4.0,6
1199,-75.5,9
1200,-57.0,10
1201,-75.5,9
1202,-42.5,8
1203,-62.5,9
1204,-56.0,10
1205,-88.5,7
1206,2.0,7
1207,-48.0,7
1208,-100.5,10
1209,-61.0,7
1210,-66.5,9
1211,-19.5,9
1212,-19.0,10
1213,-77.0,7
1214,-98.0,8
1215,-26.5,8
1216,-14.0,8
1217,-68.0,7
1218,-27.0,7
1219,-33.5,7
1220,-39.0,9
1221,-49.5,8
1222,-8.5,9
1223,0.5,7
1224,-35.0,9
1225,-55.5,8
1226,-25.0,9
1227,-91.5,9
1228,-80.5,10
1229,-40.0,10
1230,-79.5,10
1231,-5.5,9
1232,13.5,9
1233,-44.5,8
1234,-81.0,9
1235,-32.0,10
1236,-95.0,9
1237,-32.5,9
1238,-93.5,9
1239,5.0,8
1240,-117.0,8
1241,-53.5,9
1242,-24.0,9
1243,24.5,7
1244,-86.5,10
1245,-25.5,8
1246,-43.0,8
1247,-52.5,9
1248,-35.0,7
1249,-69.0,6
1250,-91.5,10
1251,-60.0,8
1252,-27.5,6
1253,-38.5,6
1254,-28.0,5
1255,-36.5,8
1256,-73.0,8
1257,-54.5,5
1258,-113.5,4
1259,-62.5,6
1260,-70.0,8
1261,-7.0,6
1262,-29.0,5
1263,-16.5,7
1264,-50.5,6
1265,-88.0,4
1266,10.5,6
1267,-73.5,6
1268,-63.0,6
1269,-41.0,5
1270,-15.5,5
1271,-2.0,7
1272,-30.5,6
1273,-65.0,9
1274,-24.5,8
1275,-81.0,5
1276,-54.5,9
1277,5.5,10
1278,-53.0,10
1279,-52.5,9
1280,-101.5,6
1281,-22.0,8
1282,-43.5,9
1283,-69.0,10
1284,-71.5,8
1285,-60.5,7
1286,-24.0,7
1287,-80.0,6
1288,-32.5,8
1289,-6.5,9
1290,-20.0,9
1291,-136.5,10
1292,-20.0,8
1293,-125.5,8
1294,-9.0,9
1295,-44.5,9
1296,-34.0,10
1297,-40.5,10
1298,-18.5,10
1299,24.5,10
1300,-40.5,9
1301,-84.5,9
1302,4.0,8
1303,-92.5,10
1304,-32.5,10
1305,-67.0,10
1306,-107.0,10
1307,-36.5,9
1308,-31.5,10
1309,-40.5,10
1310,-79.5,10
1311,-62.0,10
1312,-94.0,10
1313,-66.0,9
1314,-64.0,10
1315,-91.5,10
1316,32.5,10
1317,-26.0,10
1318,-79.0,10
1319,-26.5,10
1320,-81.0,10
1321,-15.0,9
1322,-31.0,10
1323,-61.0,10
1324,-55.5,10
1325,-79.0,10
1326,-59.5,10
1327,-49.0,10
1328,-71.5,10
1329,-26.5,10
1330,-45.0,10
1331,-42.0,9
1332,3.0,10
1333,-51.0,10
1334,-45.0,10
1335,-40.5,10
1336,-33.0,10
1337,-82.0,9
1338,-100.5,9
1339,-22.0,8
1340,-19.5,9
1341,-33.0,8
1342,-34.0,10
1343,-22.0,8
1344,-38.5,9
1345,-11.5,8
1346,-13.0,9
1347,-64.5,9
1348,-44.5,9
1349,-59.0,7
1350,-60.0,9
1351,2.5,7
1352,-117.0,8
1353,-26.0,9
1354,-7.0,8
1355,-87.0,10
1356,-26.5,10
1357,-35.0,8
1358,-67.0,9
1359,-60.0,10
1360,-7.5,10
1361,-51.5,10
1362,-33.5,8
1363,-129.5,8
1364,-81.5,10
1365,-42.0,10
1366,-34.5,9
1367,-9.0,10
1368,-74.5,9
1369,-21.5,10
1370,-71.5,10
1371,-17.0,10
1372,-48.5,9
1373,-11.0,10
1374,12.5,8
1375,-40.0,7
1376,41.5,8
1377,-16.5,9
1378,-56.5,9
1379,-45.5,10
1380,-32.0,10
1381,-63.5,10
1382,-25.5,9
1383,-27.5,9
1384,-6.0,10
1385,-6.0,8
1386,-21.0,8
1387,-41.0,9
1388,-59.5,10
1389,-36.0,8
1390,-35.5,8
1391,-48.0,10
1392,-6.0,10
1393,-95.5,9
1394,-64.5,10
1395,-30.5,9
1396,-46.0,9
1397,-100.0,9
1398,-116.5,8
1399,-22.5,9
1400,-58.5,8
1401,-74.5,9
1402,-23.0,8
1403,-75.0,8
1404,-47.5,9
1405,1.5,9
1406,-36.5,9
1407,-43.0,8
1408,-20.5,10
1409,-7.0,9
1410,-28.5,9
1411,-86.5,10
1412,-77.5,10
1413,-86.5,9
1414,-45.5,10
1415,-65.5,10
1416,-43.5,9
1417,-27.5,10
1418,-90.5,9
1419,-62.0,10
1420,-75.5,8
1421,-72.0,8
1422,-42.5,10
1423,-19.5,10
1424,-81.0,9
1425,-51.0,10
1426,-41.5,9
1427,-56.5,9
1428,-51.5,8
1429,-32.5,8
1430,-39.5,9
1431,-20.5,10
1432,-78.5,10
1433,-61.5,9
1434,-84.0,10
1435,-6.0,10
1436,-61.0,10
1437,-35.0,10
1438,-67.5,9
1439,-38.0,9
1440,-23.0,10
1441,-47.0,10
1442,-18.0,10
1443,-73.5,10
1444,-84.5,10
1445,-35.5,10
1446,-12.0,10
1447,-7.5,10
1448,-96.5,10
1449,-12.0,10
1450,-28.0,9
1451,-32.5,9
1452,-99.0,10
1453,-76.5,10
1454,-57.5,8
1455,-13.5,9
1456,-79.0,8
1457,-50.5,10
1458,-4.5,10
1459,-53.0,10
1460,-56.0,9
1461,-44.5,7
1462,-62.0,9
1463,-81.5,9
1464,-22.0,7
1465,-69.0,6
1466,15.5,8
1467,-49.5,9
1468,-61.5,8
1469,-16.0,10
1470,-121.5,10
1471,-10.0,10
1472,-26.5,10
1473,-68.5,10
1474,-39.0,9
1475,35.5,7
1476,-108.5,10
1477,-59.0,10
1478,42.0,9
1479,-73.0,10
1480,-50.0,10
1481,-10.5,10
1482,-12.0,9
1483,-57.0,10
1484,-36.5,10
1485,-26.0,10
1486,-16.0,9
1487,-7.5,10
1488,-51.0,9
1489,-89.5,8
1490,-55.5,9
1491,-118.5,9
1492,-40.0,9
1493,-96.5,8
1494,-28.0,9
1495,20.0,8
1496,-55.5,10
1497,-87.5,7
1498,37.5,9
1499,12.5,9
1500,-43.0,10
1501,-36.0,10
1502,-5.5,10
1503,-61.0,10
1504,-62.5,8
1505,-137.5,8
1506,-41.0,8
1507,-82.5,10
1508,-41.0,10
1509,12.5,10
1510,-45.0,10
